Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000148400,NOTCH1,36,1.40634,19,0.12003,7,-1.4246,57,2.05570,6,-2.2475
ENSG00000172889,EGFL7,23,-1.9039,34,-1.2229,122,0.77363,57,-0.4339,96,0.87747
ENSG00000165716,DIPK1B,10,-2.3549,27,-0.7468,55,0.38700,37,-0.2632,57,1.02577
ENSG00000233016,SNHG7,33,-0.4363,26,-0.7817,14,-1.7106,57,0.44554,52,0.65845
ENSG00000244187,TMEM141,42,-1.0264,49,-0.7163,31,-1.4072,84,0.11758,102,1.02915
ENSG00000196642,RABL6,160,-0.2825,391,1.21024,255,0.48181,124,-0.6522,165,-0.4058
ENSG00000232434,AJM1,17,-1.1143,42,0.30537,58,0.84267,22,-0.6707,37,0.23679
ENSG00000054148,PHPT1,170,-0.8831,200,-0.5648,124,-1.2895,451,0.72912,342,0.61518
ENSG00000107223,EDF1,258,-1.0576,355,-0.4963,282,-0.8448,476,-0.0353,621,0.92990
ENSG00000159069,FBXW5,52,-1.0194,143,0.65756,135,0.55557,94,-0.0253,96,0.01105
ENSG00000107317,PTGDS,3149,1.62826,720,-1.0345,420,-1.8398,3964,1.78458,677,-1.7510
ENSG00000148362,PAXX,63,-0.4155,50,-0.7076,64,-0.3309,100,0.36990,89,0.39080
ENSG00000107331,ABCA2,485,2.22710,46,-1.9998,124,-0.5139,106,-0.7536,109,-1.1926
ENSG00000107281,NPDC1,89,-1.5944,99,-1.3315,184,-0.3993,203,-0.2405,324,1.28163
ENSG00000177239,MAN1B1,25,-0.7764,26,-0.6604,68,0.89547,27,-0.5821,44,0.35929
ENSG00000176978,DPP7,82,-0.3620,84,-0.2912,105,0.04335,99,-0.0467,111,0.29406
ENSG00000176884,GRIN1,41,-2.6241,141,-0.6676,420,1.09169,85,-1.4274,277,0.92146
ENSG00000176101,SSNA1,79,-0.0132,28,-1.5707,35,-1.2377,37,-1.1630,102,0.98385
ENSG00000176058,TPRN,83,1.76754,7,-2.4204,27,-0.3864,19,-0.9567,27,-0.6644
ENSG00000187713,TMEM203,9,-2.0523,24,-0.5898,30,-0.2182,23,-0.6264,48,1.29782
ENSG00000212864,RNF208,17,-2.5051,108,0.40998,128,0.69607,83,-0.0073,94,0.41353
ENSG00000188229,TUBB4B,61,-2.2359,112,-1.2251,150,-0.7847,178,-0.5260,363,1.68466
ENSG00000188986,NELFB,42,-0.6438,82,0.46258,64,0.06679,53,-0.2349,66,0.21005
ENSG00000187609,EXD3,14,-0.0195,2,-2.6143,14,0.00356,28,1.12678,14,-0.0678
ENSG00000188747,NOXA1,8,-0.9315,12,-0.3424,17,0.25426,17,0.21880,16,0.39284
ENSG00000165802,NSMF,91,-2.1897,728,1.17416,378,0.08171,433,0.30161,371,0.10839
ENSG00000182154,MRPL41,104,-1.5005,202,-0.3985,114,-1.2636,226,-0.2250,352,1.23010
ENSG00000148399,DPH7,24,0.64068,3,-2.3306,15,-0.1315,26,0.69617,15,-0.2623
ENSG00000165724,ZMYND19,7,-1.5918,28,0.65028,16,-0.2489,19,0.06295,21,0.46460
ENSG00000203993,ARRDC1-AS1,13,-0.1312,24,0.91292,8,-0.7523,24,0.88267,11,-0.4876
ENSG00000181090,EHMT1,38,1.29496,24,0.35935,20,0.07295,15,-0.4086,13,-1.0419
ENSG00000148408,CACNA1B,5,-2.9431,11,-1.5944,81,1.51927,32,-0.0508,38,0.49884
ENSG00000015171,ZMYND11,185,0.83052,166,0.54420,169,0.57763,156,0.44783,73,-1.2225
ENSG00000151240,DIP2C,73,0.88038,55,0.29359,85,1.01551,22,-1.0800,32,-0.9255
ENSG00000107929,LARP4B,29,0.04855,18,-0.6812,48,0.84154,29,0.00667,27,-0.1986
ENSG00000107937,GTPBP4,73,0.77146,72,0.65349,79,0.80928,23,-1.0973,35,-0.8762
ENSG00000067064,IDI1,85,-0.5830,94,-0.3744,98,-0.3233,119,-0.0120,140,0.53566
ENSG00000047056,WDR37,6,-1.1599,9,-0.4200,21,0.86191,7,-0.9491,15,0.54807
ENSG00000185736,ADARB2,121,2.36634,24,-0.8145,14,-1.6278,41,0.00934,21,-1.5588
ENSG00000067057,PFKP,41,-2.4963,68,-1.6338,158,-0.3632,132,-0.6476,293,1.72575
ENSG00000107959,PITRM1,32,-1.1417,53,-0.3221,42,-0.6640,54,-0.2876,83,0.95489
ENSG00000226762,LINC02668,0,-5.3314,18,0.63442,5,-1.1763,5,-1.2824,18,1.54851
ENSG00000067082,KLF6,81,1.35046,47,0.23169,63,0.69855,49,0.29147,21,-1.5932
ENSG00000187134,AKR1C1,12,-0.2530,7,-1.0586,3,-2.1728,6,-1.1236,19,1.18255
ENSG00000173848,NET1,77,2.31750,15,-0.9066,18,-0.6092,45,0.87746,10,-2.1999
ENSG00000196372,ASB13,8,-1.0321,21,0.46018,15,-0.0662,10,-0.7353,19,0.54957
ENSG00000108021,TASOR2,75,1.70961,23,-0.5152,38,0.27376,18,-0.9108,21,-1.1223
ENSG00000057608,GDI2,118,0.26021,59,-0.8509,113,0.15788,67,-0.6520,108,0.18531
ENSG00000134452,FBH1,29,0.38625,20,-0.2614,31,0.45467,18,-0.3727,22,-0.2301
ENSG00000134453,RBM17,159,1.08810,88,-0.0287,117,0.42338,104,0.23302,60,-1.0528
ENSG00000170525,PFKFB3,18,-0.8902,31,-0.0201,34,0.13616,49,0.73945,32,0.09129
ENSG00000237943,PRKCQ-AS1,41,1.81653,0,-4.2746,10,-0.8230,20,0.27037,12,-0.8801
ENSG00000198879,SFMBT2,17,0.60298,12,-0.0087,15,0.34606,7,-0.7206,11,-0.3366
ENSG00000123243,ITIH5,49,1.80737,18,-0.1488,11,-0.9182,63,1.95469,5,-2.7637
ENSG00000151657,KIN,43,1.22600,18,-0.3343,24,0.08967,20,-0.2303,17,-0.7895
ENSG00000165629,ATP5F1C,54,-1.7899,48,-1.8509,74,-1.2151,169,0.05727,233,1.53872
ENSG00000165632,TAF3,113,1.75682,69,0.58560,71,0.63191,19,-1.3887,23,-1.7004
ENSG00000270111,CELF2-DT,2,-2.7790,9,-0.6152,8,-0.8844,6,-1.1364,21,1.85209
ENSG00000048740,CELF2,85,-0.9384,240,0.78242,537,2.28992,72,-1.1191,102,-0.9882
ENSG00000151461,UPF2,196,1.56489,111,0.34102,118,0.44412,59,-0.6379,51,-1.4121
ENSG00000181192,DHTKD1,76,2.22000,45,0.84977,18,-0.6122,27,0.01852,9,-2.3999
ENSG00000065665,SEC61A2,39,0.12915,3,-3.6607,47,0.42137,8,-2.2415,44,0.67994
ENSG00000165609,NUDT5,30,1.19009,4,-2.1013,12,-0.4880,25,0.69836,13,-0.6425
ENSG00000151465,CDC123,20,-1.4283,17,-1.6286,30,-0.7526,38,-0.4182,70,1.45386
ENSG00000183049,CAMK1D,54,-1.9172,340,1.07686,480,1.70389,68,-1.4617,159,-0.3237
ENSG00000151468,CCDC3,24,-1.3100,35,-0.6676,65,0.28796,27,-1.0617,70,0.98696
ENSG00000123240,OPTN,251,-0.3639,415,0.46945,533,0.88511,187,-0.7852,296,-0.1453
ENSG00000107537,PHYH,8,-1.8015,18,-0.5363,17,-0.6845,44,0.84882,32,0.72211
ENSG00000086475,SEPHS1,19,-0.5024,35,0.51578,18,-0.5592,45,0.91891,24,-0.1663
ENSG00000165630,PRPF18,30,0.66660,17,-0.3650,38,0.95776,6,-1.8062,18,-0.3972
ENSG00000151474,FRMD4A,35,-0.2925,81,1.10557,57,0.52383,72,0.91643,29,-0.9395
ENSG00000065809,FAM107B,529,4.75248,39,-1.6112,30,-1.9944,32,-1.8935,12,-4.2154
ENSG00000176244,ACBD7,12,-2.6176,197,1.92329,39,-0.7663,134,1.21123,53,-0.5727
ENSG00000152464,RPP38,20,0.60108,24,0.84969,10,-0.5738,4,-1.7661,13,-0.2417
ENSG00000152465,NMT2,87,0.35080,104,0.60207,104,0.60064,47,-0.6685,60,-0.5144
ENSG00000148468,FAM171A1,178,1.24976,95,0.03208,143,0.68562,63,-0.6057,62,-1.0851
ENSG00000148481,MINDY3,29,0.19071,4,-2.5356,24,-0.1458,2,-3.7570,33,0.89465
ENSG00000165985,C1QL3,14,-2.0836,124,1.38099,203,2.36076,4,-3.7994,39,-0.8655
ENSG00000148484,RSU1,33,0.62893,11,-1.1785,22,-0.1216,19,-0.2978,23,-0.0170
ENSG00000026025,VIM,160,0.11804,132,-0.1908,39,-2.0147,792,3.21200,60,-2.0887
ENSG00000136738,STAM,31,-0.0733,8,-2.1171,62,1.06443,14,-1.2218,35,0.25618
ENSG00000165995,CACNB2,4,-3.4359,38,0.07611,95,1.60752,2,-3.8606,43,0.59291
ENSG00000120594,PLXDC2,64,1.68312,16,-0.7987,52,1.02214,21,-0.4245,15,-1.5474
ENSG00000078114,NEBL,69,-0.4839,126,0.51398,137,0.65957,164,0.96434,73,-0.6211
ENSG00000078403,MLLT10,42,1.49350,24,0.30644,24,0.35799,11,-0.9007,12,-1.2160
ENSG00000136770,DNAJC1,51,1.07862,39,0.45317,32,0.12478,56,1.07103,15,-1.5672
ENSG00000148444,COMMD3,37,0.09227,16,-1.2048,6,-2.5012,39,0.17969,41,0.61610
ENSG00000168283,BMI1,54,0.70531,22,-0.7896,54,0.60986,35,-0.0794,31,-0.4915
ENSG00000150867,PIP4K2A,545,3.27978,28,-2.4668,52,-1.5510,109,-0.4367,52,-2.2896
ENSG00000148450,MSRB2,77,-0.4451,119,0.28068,65,-0.6758,163,0.79187,100,-0.0033
ENSG00000120549,KIAA1217,8,-1.5382,27,0.33266,58,1.60027,22,-0.0012,20,-0.3000
ENSG00000107863,ARHGAP21,863,2.57855,242,-0.1985,271,-0.0197,134,-1.1041,108,-2.1291
ENSG00000099256,PRTFDC1,29,1.40355,24,0.83084,5,-1.4711,22,0.67024,8,-1.4400
ENSG00000151025,GPR158,14,-1.8393,39,-0.1594,104,1.48325,24,-0.9164,47,0.26532
ENSG00000136750,GAD2,20,-1.9020,140,1.21996,58,-0.2263,81,0.30532,70,0.12138
ENSG00000136754,ABI1,43,-0.7084,44,-0.6005,70,0.12288,92,0.55294,71,0.27565
ENSG00000107890,ANKRD26,250,1.30939,219,0.88519,226,0.94084,48,-1.4805,68,-1.5317
ENSG00000136758,YME1L1,97,0.42997,56,-0.4942,126,0.80712,57,-0.4718,68,-0.3372
ENSG00000107897,ACBD5,88,1.17026,41,-0.2495,52,0.14116,57,0.28829,33,-0.9639
ENSG00000099246,RAB18,54,-0.6638,71,-0.1926,98,0.30542,37,-1.1948,95,0.59648
ENSG00000254635,WAC-AS1,117,0.58551,104,0.32888,154,0.98716,48,-0.8814,65,-0.7203
ENSG00000095787,WAC,170,0.22304,215,0.58042,245,0.80300,91,-0.7681,126,-0.4946
ENSG00000165757,JCAD,18,-0.2746,13,-0.7193,45,1.18058,19,-0.2222,21,-0.1255
ENSG00000107951,MTPAP,16,0.08892,17,0.15734,10,-0.6406,20,0.39347,15,-0.0774
ENSG00000148516,ZEB1,135,0.71884,175,1.07315,150,0.81078,129,0.55837,47,-1.6200
ENSG00000165322,ARHGAP12,36,0.63348,32,0.40786,34,0.50090,22,-0.2061,19,-0.7122
ENSG00000170759,KIF5B,1226,2.53550,514,0.42122,344,-0.2183,286,-0.5077,126,-2.5097
ENSG00000120616,EPC1,73,1.77467,39,0.38262,51,0.84382,17,-0.9028,14,-1.8495
ENSG00000216937,CCDC7,158,2.07163,157,1.65708,74,0.35937,33,-0.8743,12,-3.2525
ENSG00000150093,ITGB1,198,2.36780,33,-1.0637,26,-1.4160,165,1.51543,20,-2.6375
ENSG00000148498,PARD3,23,0.65157,22,0.45339,22,0.46491,47,1.78411,7,-1.8996
ENSG00000108094,CUL2,24,-0.6927,18,-1.0367,48,0.45176,12,-1.6548,45,0.83480
ENSG00000095794,CREM,27,-0.9914,38,-0.4294,45,-0.1739,19,-1.4438,65,1.05310
ENSG00000108100,CCNY,59,-0.7894,92,-0.0302,137,0.61518,66,-0.5487,103,0.32232
ENSG00000198105,ZNF248,16,-0.2431,13,-0.5309,38,1.13549,14,-0.4531,18,-0.0955
ENSG00000175395,ZNF25,19,-1.5552,45,-0.1434,121,1.50235,27,-0.9465,53,0.18246
ENSG00000189180,ZNF33A,112,1.48895,75,0.55427,57,0.10878,32,-0.7791,32,-1.2495
ENSG00000075407,ZNF37A,157,1.96520,77,0.37473,80,0.44254,40,-0.6415,27,-1.9200
ENSG00000196693,ZNF33B,23,0.39427,43,1.40592,34,1.01501,3,-2.3735,12,-0.9850
ENSG00000165733,BMS1,57,0.23164,41,-0.2916,73,0.61564,27,-0.9399,49,-0.0599
ENSG00000198915,RASGEF1A,5,-2.8839,27,-0.3348,39,0.26948,23,-0.5440,44,1.13956
ENSG00000169813,HNRNPF,58,1.39550,11,-1.4379,3,-3.1389,43,0.69494,23,-0.5821
ENSG00000169740,ZNF32,45,-0.4781,40,-0.6040,22,-1.5140,57,-0.0606,74,0.82018
ENSG00000107551,RASSF4,63,1.11752,28,-0.3226,39,0.19373,51,0.60916,23,-1.0577
ENSG00000165512,ZNF22,41,1.86753,25,0.70636,6,-1.3385,8,-1.0062,10,-1.3078
ENSG00000172661,WASHC2C,25,0.40007,21,0.04289,18,-0.1548,4,-2.2348,21,0.18270
ENSG00000265354,TIMM23,21,-1.2867,24,-1.0037,17,-1.5092,45,-0.0612,64,1.30369
ENSG00000266412,NCOA4,64,0.23292,45,-0.3218,68,0.31473,49,-0.2090,54,-0.0978
ENSG00000170324,FRMPD2,0,-6.7463,23,0.04013,8,-1.5525,9,-1.3359,35,2.06195
ENSG00000107643,MAPK8,10,-1.8502,23,-0.4805,55,0.91710,19,-0.7825,38,0.70221
ENSG00000128805,ARHGAP22,49,2.26617,13,-0.3961,10,-0.7754,16,-0.0867,8,-1.6873
ENSG00000165633,VSTM4,24,0.97962,3,-2.1857,22,0.66572,16,0.13298,11,-0.6222
ENSG00000197444,OGDHL,17,-2.1884,54,-0.3913,84,0.29630,41,-0.8313,92,1.10018
ENSG00000227345,PARG,30,0.36425,48,1.09776,28,0.17471,9,-1.4256,21,-0.4713
ENSG00000099290,WASHC2A,36,-0.1393,43,0.18086,43,0.16286,25,-0.6617,40,0.14458
ENSG00000198964,SGMS1,56,2.00717,11,-1.0108,37,0.87180,19,-0.1819,9,-1.8852
ENSG00000177613,CSTF2T,30,0.91318,7,-1.4767,16,-0.2491,11,-0.8119,18,-0.0387
ENSG00000122873,CISD1,62,-1.9111,173,-0.2563,244,0.29316,126,-0.7432,262,0.96919
ENSG00000072401,UBE2D1,6,-1.3151,12,-0.2049,19,0.51704,17,0.32575,16,0.33169
ENSG00000108064,TFAM,50,0.98631,59,1.15494,40,0.49622,21,-0.5296,17,-1.3253
ENSG00000237949,LINC00844,423,2.79422,34,-1.9982,23,-2.5661,255,1.16448,39,-2.5573
ENSG00000165443,PHYHIPL,83,-0.5539,64,-0.9180,119,0.04963,154,0.46224,128,0.34234
ENSG00000148541,FAM13C,163,2.32331,37,-0.6342,45,-0.3470,18,-1.6789,32,-1.4191
ENSG00000108091,CCDC6,44,-0.9434,74,-0.0869,145,1.01001,49,-0.7267,84,0.23674
ENSG00000151150,ANK3,616,1.60773,413,0.64869,535,1.08832,64,-2.2113,134,-1.7407
ENSG00000150347,ARID5B,161,1.94275,55,-0.2144,90,0.57442,19,-1.8370,35,-1.4641
ENSG00000138311,ZNF365,53,-0.1837,45,-0.4180,90,0.68154,14,-2.1287,66,0.35907
ENSG00000181915,ADO,36,0.32994,11,-1.5485,41,0.50799,32,0.11342,29,-0.1100
ENSG00000148572,NRBF2,20,0.03065,2,-2.9734,24,0.31583,0,-5.0029,25,0.88202
ENSG00000171988,JMJD1C,276,1.80672,145,0.37479,197,0.88828,48,-1.3363,53,-1.8208
ENSG00000165476,REEP3,131,3.38576,9,-1.8952,12,-1.5546,35,0.04546,9,-2.7847
ENSG00000183230,CTNNA3,180,4.92560,9,-2.0549,18,-1.1313,12,-1.7022,2,-5.1818
ENSG00000198739,LRRTM3,6,-2.4626,19,-0.5475,51,0.97306,16,-0.8338,35,0.82443
ENSG00000108176,DNAJC12,29,-1.3997,47,-0.6070,58,-0.2787,31,-1.2333,94,1.27430
ENSG00000148634,HERC4,47,0.82331,21,-0.5389,38,0.38074,15,-1.0046,27,-0.3167
ENSG00000096746,HNRNPH3,157,0.91386,68,-0.5506,85,-0.1978,87,-0.1604,84,-0.3863
ENSG00000204130,RUFY2,169,1.58116,87,0.19885,114,0.64505,16,-2.3155,48,-1.2023
ENSG00000122912,SLC25A16,13,-0.2744,14,-0.1482,19,0.32046,6,-1.4052,18,0.41043
ENSG00000060339,CCAR1,303,1.70599,164,0.36244,217,0.82344,76,-0.8376,63,-1.7537
ENSG00000165730,STOX1,2,-2.8327,42,1.57548,18,0.15209,31,1.03308,14,-0.4348
ENSG00000107625,DDX50,51,0.36188,57,0.50307,40,-0.0609,27,-0.6832,39,-0.2190
ENSG00000165732,DDX21,204,1.91393,79,-0.0282,127,0.72563,41,-1.0434,39,-1.7216
ENSG00000198954,KIF1BP,32,-0.9431,22,-1.4318,54,-0.0517,33,-0.8116,74,1.09072
ENSG00000122862,SRGN,28,0.81723,10,-0.9181,6,-1.5256,81,2.74665,7,-1.9804
ENSG00000122958,VPS26A,61,0.25467,44,-0.2957,66,0.34596,37,-0.5763,52,-0.0346
ENSG00000156502,SUPV3L1,10,-0.7052,16,0.03711,22,0.49028,13,-0.2929,17,0.25228
ENSG00000156515,HK1,43,-2.3038,108,-0.8363,248,0.47178,133,-0.5131,243,1.07546
ENSG00000099282,TSPAN15,58,4.08463,0,-5.0492,1,-3.2718,3,-2.2506,4,-2.4922
ENSG00000171224,FAM241B,8,-2.6902,38,-0.3596,41,-0.2611,15,-1.7783,70,1.64038
ENSG00000079332,SAR1A,60,-0.2139,40,-0.8290,72,0.07606,79,0.22805,74,0.23653
ENSG00000180817,PPA1,152,-0.9767,144,-0.9881,121,-1.2544,212,-0.4005,371,1.24516
ENSG00000172731,LRRC20,4,-2.7084,36,0.52617,47,0.97888,29,0.17345,27,0.17451
ENSG00000148730,EIF4EBP2,38,-0.1183,67,0.79432,29,-0.5459,77,1.02707,34,-0.5590
ENSG00000166228,PCBD1,15,-2.1832,51,-0.2277,21,-1.5555,102,0.88099,75,0.86612
ENSG00000107731,UNC5B,99,3.27155,10,-1.4450,15,-0.7875,27,0.05872,6,-2.9632
ENSG00000107738,VSIR,15,-0.3209,32,0.99201,7,-1.3998,55,1.94714,12,-1.0416
ENSG00000197746,PSAP,674,-0.4710,329,-1.5162,903,0.02785,1079,0.31440,1016,0.47354
ENSG00000107742,SPOCK2,59,-1.6206,107,-0.6336,180,0.18016,249,0.70518,186,0.50542
ENSG00000166295,ANAPC16,79,0.16131,66,-0.1361,61,-0.2488,100,0.53325,68,-0.1850
ENSG00000148719,DNAJB12,40,0.68234,15,-0.9454,33,0.29843,31,0.19378,24,-0.4038
ENSG00000107745,MICU1,61,-0.4713,72,-0.1520,87,0.14270,90,0.19766,84,0.18476
ENSG00000122882,ECD,11,-0.6000,7,-1.1656,5,-1.5165,7,-1.1120,22,1.33331
ENSG00000138286,FAM149B1,26,0.61392,8,-1.1706,12,-0.6643,14,-0.4471,20,0.17895
ENSG00000213551,DNAJC9,32,0.36116,22,-0.2604,37,0.57765,28,0.10635,22,-0.4141
ENSG00000182180,MRPS16,34,-0.3640,51,0.27845,43,0.00288,40,-0.1144,44,0.13744
ENSG00000138279,ANXA7,56,-0.6613,30,-1.5340,83,-0.0019,69,-0.2749,103,0.79988
ENSG00000107758,PPP3CB,46,-2.1610,114,-0.6776,251,0.56823,81,-1.1979,234,1.12056
ENSG00000166348,USP54,113,3.17063,14,-1.1624,9,-1.7705,17,-0.8817,11,-2.1700
ENSG00000176986,SEC24C,34,0.26648,26,-0.1766,28,-0.0371,27,-0.1105,28,-0.0652
ENSG00000196968,FUT11,26,0.90429,16,0.05114,15,-0.0984,13,-0.3202,13,-0.5362
ENSG00000172586,CHCHD1,28,-1.7240,40,-1.1229,49,-0.8140,80,-0.0522,114,1.33195
ENSG00000214655,ZSWIM8,32,0.63594,9,-1.3087,21,-0.1530,19,-0.2527,23,-0.0051
ENSG00000166507,NDST2,6,-1.5800,23,0.49484,18,0.12267,13,-0.3715,20,0.55060
ENSG00000148660,CAMK2G,77,-1.2014,133,-0.2876,227,0.56926,174,0.13843,178,0.36896
ENSG00000035403,VCL,35,0.95400,9,-1.2889,18,-0.2251,51,1.46779,14,-1.0664
ENSG00000156110,ADK,25,-0.0671,19,-0.5112,24,-0.1087,25,-0.0701,28,0.24779
ENSG00000156650,KAT6B,147,1.42877,142,1.14047,104,0.60588,44,-0.7380,33,-1.7992
ENSG00000156671,SAMD8,101,1.27747,36,-0.5651,83,0.73552,38,-0.5103,36,-0.9799
ENSG00000165637,VDAC2,49,-1.6599,64,-1.1743,45,-1.6986,112,-0.3185,198,1.62893
ENSG00000165644,COMTD1,3,-2.5276,8,-1.1125,12,-0.5610,7,-1.3045,26,1.88871
ENSG00000156113,KCNMA1,71,-1.0395,174,0.43024,343,1.60863,122,-0.1380,114,-0.4554
ENSG00000148606,POLR3A,16,-1.0068,32,0.14075,72,1.48161,13,-1.2517,30,-0.0170
ENSG00000138326,RPS24,1754,-0.0450,2100,0.24671,886,-1.0930,3095,0.88932,1702,-0.1726
ENSG00000108175,ZMIZ1,39,-0.4424,35,-0.5549,82,0.76630,49,-0.0564,52,0.10032
ENSG00000108179,PPIF,45,0.17028,29,-0.5455,15,-1.4623,72,0.91915,41,-0.0213
ENSG00000165424,ZCCHC24,391,3.25110,55,-0.9725,58,-0.8972,109,0.06084,24,-3.0435
ENSG00000225484,NUTM2B-AS1,32,0.94557,19,-0.0080,17,-0.1824,27,0.52598,14,-0.8300
ENSG00000133678,TMEM254,11,-0.5097,14,-0.1214,14,-0.0949,21,0.55204,15,0.12787
ENSG00000189129,PLAC9,21,-0.1399,12,-0.9421,7,-1.7180,101,2.65561,16,-1.0516
ENSG00000122359,ANXA11,26,-2.2019,62,-0.7863,118,0.21249,79,-0.4226,138,1.14170
ENSG00000122378,PRXL2A,179,-0.8748,395,0.42996,359,0.27786,281,-0.1146,322,0.20562
ENSG00000108219,TSPAN14,30,-0.0030,36,0.27987,43,0.58547,21,-0.5665,29,-0.1677
ENSG00000185737,NRG3,7,-1.8724,29,0.25402,33,0.46929,26,0.10008,28,0.42989
ENSG00000165678,GHITM,74,-2.2723,132,-1.2876,337,0.15394,205,-0.6221,424,1.36492
ENSG00000148600,CDHR1,15,-0.5292,9,-1.2345,24,0.18726,3,-2.7113,27,1.01848
ENSG00000107771,CCSER2,162,0.74134,181,0.83649,194,0.96034,62,-0.8575,72,-1.0779
ENSG00000062650,WAPL,70,1.45849,57,0.87106,50,0.65164,28,-0.2833,15,-1.8133
ENSG00000122367,LDB3,213,4.29531,12,-2.0877,19,-1.3487,23,-1.0629,7,-3.7863
ENSG00000173267,SNCG,67,-2.5570,135,-1.3941,250,-0.4542,137,-1.3705,504,1.94127
ENSG00000148671,ADIRF,152,-0.3033,153,-0.2645,48,-2.0162,835,2.84492,109,-1.2955
ENSG00000148672,GLUD1,115,-0.5532,216,0.48607,124,-0.3880,294,1.00632,148,-0.2205
ENSG00000223482,NUTM2A-AS1,55,0.98972,7,-2.2318,33,-0.0045,30,-0.1490,30,-0.2653
ENSG00000138138,ATAD1,24,-1.1640,32,-0.6694,69,0.53010,51,0.04149,58,0.51175
ENSG00000171862,PTEN,43,-0.5932,42,-0.5963,103,0.84849,55,-0.1622,64,0.17278
ENSG00000138134,STAMBPL1,5,-1.6179,10,-0.6909,12,-0.3787,11,-0.4593,21,1.20824
ENSG00000107798,LIPA,147,2.39839,6,-3.1666,14,-1.8861,35,-0.5456,32,-1.0992
ENSG00000119922,IFIT2,54,3.50592,5,-1.4425,2,-2.5289,7,-0.9585,4,-2.4285
ENSG00000119917,IFIT3,17,-0.0833,34,1.07214,9,-0.9804,52,1.86537,11,-1.2354
ENSG00000185745,IFIT1,50,0.09458,14,-1.8303,34,-0.4823,48,0.03728,54,0.44939
ENSG00000152778,IFIT5,24,0.72011,6,-1.3851,18,0.14809,10,-0.6920,16,-0.0485
ENSG00000138182,KIF20B,41,1.54832,41,1.28820,24,0.38601,21,0.20885,6,-2.3491
ENSG00000148688,RPP30,16,-0.4930,13,-0.7480,23,0.11048,20,-0.0953,25,0.47027
ENSG00000180628,PCGF5,62,0.49366,37,-0.3758,78,0.80009,46,-0.0583,39,-0.5280
ENSG00000165338,HECTD2,13,-0.0202,10,-0.4381,22,0.80197,7,-0.9021,13,0.03969
ENSG00000107854,TNKS2,36,0.64427,15,-0.7289,52,1.21284,25,0.01068,18,-0.8143
ENSG00000095564,BTAF1,64,2.40634,20,-0.1309,18,-0.2616,23,0.08987,8,-2.2427
ENSG00000107864,CPEB3,17,-0.9861,25,-0.3373,82,1.60087,20,-0.7376,31,-0.0521
ENSG00000198060,MARCH5,17,-0.4434,31,0.56075,17,-0.3772,13,-0.7075,24,0.33279
ENSG00000138190,EXOC6,21,-0.6652,42,0.47141,45,0.59148,30,-0.0479,30,-0.0538
ENSG00000138207,RBP4,11,-3.0873,19,-2.1053,17,-2.2861,46,-0.8257,127,2.58849
ENSG00000148690,FRA10AC1,351,0.83317,348,0.70778,208,-0.1231,170,-0.4397,174,-0.7096
ENSG00000108231,LGI1,8,-2.6747,29,-0.7324,51,0.14478,83,0.95485,55,0.61536
ENSG00000173145,NOC3L,65,1.97437,31,0.33009,38,0.63637,26,0.02854,9,-2.3078
ENSG00000108239,TBC1D12,143,3.03414,49,0.32450,16,-1.4081,44,0.16191,7,-3.3339
ENSG00000095637,SORBS1,45,-0.3233,55,0.03583,88,0.78848,70,0.41524,49,-0.3135
ENSG00000177853,ZNF518A,111,2.43063,59,0.76184,53,0.57650,15,-1.3687,9,-2.8473
ENSG00000197430,OPALIN,406,3.42320,15,-2.9140,27,-2.0524,80,-0.4182,36,-2.3618
ENSG00000077147,TM9SF3,100,0.39954,44,-0.9173,106,0.45014,86,0.12500,74,-0.2370
ENSG00000196233,LCOR,70,2.08796,38,0.59945,32,0.34361,9,-1.5887,11,-1.9431
ENSG00000187122,SLIT1,14,-2.7806,59,-0.5154,143,0.89912,44,-0.9681,106,0.94209
ENSG00000052749,RRP12,10,-1.0057,14,-0.3497,31,0.91239,8,-1.1154,20,0.47438
ENSG00000171314,PGAM1,94,-2.3881,210,-1.0737,296,-0.5467,308,-0.4849,604,1.58969
ENSG00000171311,EXOSC1,20,-0.5268,22,-0.3723,10,-1.5908,32,0.20182,34,0.68991
ENSG00000171307,ZDHHC16,9,-0.5971,11,-0.1952,5,-1.3605,14,0.22745,15,0.62560
ENSG00000155229,MMS19,20,-0.7536,11,-1.4922,29,-0.1107,33,0.10028,38,0.74332
ENSG00000171160,MORN4,11,-1.8600,36,0.08065,48,0.52980,17,-1.0222,43,0.78217
ENSG00000155252,PI4K2A,3,-3.0462,8,-1.7375,27,0.02738,39,0.60574,35,1.10039
ENSG00000119986,AVPI1,8,-1.1855,3,-2.5633,19,0.25373,4,-2.1198,23,1.44248
ENSG00000155256,ZFYVE27,16,-1.0743,9,-1.8252,28,-0.1663,26,-0.2530,41,1.08426
ENSG00000155265,GOLGA7B,19,-1.2788,34,-0.3500,58,0.49784,62,0.63311,45,0.23435
ENSG00000095713,CRTAC1,7,-2.0487,12,-1.2600,14,-1.0537,17,-0.6966,41,1.78133
