Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000165699,TSC1,48,-0.2159,97,0.92616,50,-0.1718,76,0.50585,57,0.04904,31,-0.9686
ENSG00000148308,GTF3C5,32,0.16262,26,-0.1926,49,0.98309,27,-0.0977,28,-0.0985,13,-1.3357
ENSG00000160271,RALGDS,167,1.61335,110,0.85345,56,-0.2795,78,0.28281,32,-1.3077,46,-0.5990
ENSG00000148296,SURF6,64,0.02909,122,1.10209,43,-0.6496,77,0.32729,51,-0.4235,64,0.03245
ENSG00000148297,MED22,21,0.10487,4,-2.2509,31,0.83839,20,-0.0079,17,-0.3248,21,0.06311
ENSG00000148303,RPL7A,585,-0.4040,676,-0.1757,876,0.27319,348,-1.1987,760,0.01160,956,0.43876
ENSG00000148290,SURF1,54,-0.6767,73,-0.1954,88,0.10755,47,-0.8933,95,0.29359,97,0.28542
ENSG00000148291,SURF2,14,-1.5466,10,-1.9630,50,0.46235,40,0.05079,42,0.14778,50,0.44788
ENSG00000148248,SURF4,58,-0.0365,30,-1.0319,76,0.44220,63,0.09984,78,0.57485,30,-1.1518
ENSG00000148300,REXO4,60,0.95376,46,0.51912,21,-0.7716,44,0.44725,24,-0.6285,35,0.08162
ENSG00000160326,SLC2A6,7,-2.0753,3,-3.2734,30,0.15307,45,0.78197,43,0.98103,17,-0.7843
ENSG00000197859,ADAMTSL2,2,-2.4500,6,-1.2744,17,0.31902,18,0.37019,21,0.87788,9,-0.7138
ENSG00000235106,BRD3OS,0,-5.9487,11,-1.8793,44,0.28038,42,0.16285,52,0.70372,41,0.12541
ENSG00000169925,BRD3,121,0.93072,218,2.04602,37,-1.0594,73,0.09374,30,-1.5247,58,-0.3087
ENSG00000196363,WDR5,9,-1.1112,1,-3.7214,20,0.13174,39,1.27984,24,0.55933,11,-0.7660
ENSG00000186350,RXRA,16,-1.4889,39,-0.1284,64,0.74811,56,0.43287,24,-1.0559,59,0.58397
ENSG00000130558,OLFM1,207,-2.2752,302,-1.7174,433,-1.2767,795,-0.2426,1349,0.85713,1521,0.96823
ENSG00000196422,PPP1R26,0,-8.2114,14,-0.7819,28,0.35820,30,0.42032,18,-0.4445,38,0.96063
ENSG00000122140,MRPS2,13,-1.3182,6,-2.3668,36,0.27855,34,0.15490,38,0.40057,36,0.27434
ENSG00000107147,KCNT1,0,-7.2721,2,-3.8398,17,-0.9802,82,1.65330,43,0.70376,33,0.08019
ENSG00000130559,CAMSAP1,30,-0.9865,38,-0.6329,47,-0.3199,63,0.18562,68,0.38334,69,0.35613
ENSG00000130560,UBAC1,53,-0.1771,47,-0.3606,49,-0.3606,70,0.26282,57,-0.1090,79,0.53492
ENSG00000148411,NACC2,162,1.22743,106,0.48710,84,0.13519,74,-0.0877,25,-1.9803,98,0.42078
ENSG00000238227,TMEM250,15,-1.2445,7,-2.2704,32,-0.0662,59,0.92334,41,0.41767,34,0.01650
ENSG00000160360,GPSM1,29,-0.1433,12,-1.4866,46,0.66284,43,0.49185,28,-0.2519,30,-0.1191
ENSG00000165684,SNAPC4,11,-0.3637,2,-2.9251,15,0.08469,29,1.13450,17,0.35194,10,-0.5383
ENSG00000165688,PMPCA,23,-1.1887,6,-2.9795,69,0.60788,85,0.88021,54,0.18594,41,-0.3267
ENSG00000148384,INPP5E,8,-1.1568,7,-1.3158,23,0.46404,18,0.06596,21,0.41215,16,-0.1295
ENSG00000148396,SEC16A,28,-0.4256,10,-1.9319,40,0.16157,61,0.83025,46,0.47027,25,-0.6276
ENSG00000148400,NOTCH1,34,0.66320,36,0.76289,49,1.57715,17,-0.4323,3,-3.1652,16,-0.5853
ENSG00000172889,EGFL7,14,-2.4961,29,-1.4948,81,0.11206,95,0.35547,125,1.17497,43,-0.9612
ENSG00000165716,DIPK1B,8,-2.5564,6,-2.8071,49,0.21144,49,0.17002,71,1.15406,31,-0.5942
ENSG00000233016,SNHG7,20,-0.6112,9,-1.8247,46,0.79804,21,-0.5374,33,0.17945,31,0.00839
ENSG00000244187,TMEM141,66,-0.2505,25,-1.7178,66,-0.2835,31,-1.3974,113,0.84945,91,0.29964
ENSG00000196642,RABL6,124,-0.5793,210,0.26019,160,-0.1912,277,0.72093,141,-0.4642,216,0.35202
ENSG00000232434,AJM1,8,-1.9350,4,-2.9752,33,0.09143,44,0.55217,35,0.25765,42,0.55491
ENSG00000054148,PHPT1,181,-0.5294,138,-0.9504,369,0.71778,121,-1.1492,218,-0.3013,351,0.61623
ENSG00000107223,EDF1,270,-0.7688,252,-0.8754,525,0.31908,289,-0.6657,492,0.22939,539,0.36900
ENSG00000159069,FBXW5,34,-1.5568,45,-1.1575,105,0.17632,127,0.46880,96,0.01537,124,0.49374
ENSG00000107317,PTGDS,3455,1.25740,1738,0.08734,3506,1.57002,523,-1.7578,386,-2.4979,1285,-0.4337
ENSG00000148362,PAXX,76,0.14467,50,-0.4986,99,0.68861,35,-1.0670,60,-0.2740,75,0.16093
ENSG00000107331,ABCA2,685,1.96646,300,0.45994,318,0.64451,133,-0.8220,104,-1.4107,97,-1.4148
ENSG00000107281,NPDC1,53,-2.2035,54,-2.1738,238,0.09014,234,0.05159,328,0.83740,233,0.04718
ENSG00000177239,MAN1B1,18,-1.5711,26,-1.0609,47,-0.1635,69,0.48459,70,0.69547,48,-0.1233
ENSG00000176978,DPP7,66,-0.8656,102,-0.1980,166,0.69707,141,0.32091,98,-0.3180,108,-0.1097
ENSG00000176884,GRIN1,23,-3.4052,49,-2.3165,217,-0.0597,475,1.27069,285,0.52090,204,-0.1666
ENSG00000176101,SSNA1,111,0.53729,42,-0.9815,77,-0.0587,50,-0.7250,93,0.30840,82,0.04124
ENSG00000176058,TPRN,106,1.78782,46,0.31469,38,-0.0014,39,0.03505,31,-0.4189,10,-2.0614
ENSG00000187713,TMEM203,14,-1.6764,4,-3.3159,51,0.35847,45,0.11505,53,0.50513,48,0.23251
ENSG00000212864,RNF208,8,-3.3346,16,-2.3175,68,-0.2120,126,0.81840,96,0.47671,97,0.43319
ENSG00000188229,TUBB4B,43,-2.6116,42,-2.6422,239,-0.0153,240,-0.0018,406,1.25198,194,-0.3779
ENSG00000188986,NELFB,35,-0.8190,46,-0.3757,68,0.25983,73,0.33897,59,-0.0002,61,0.07379
ENSG00000165802,NSMF,36,-3.1103,73,-2.0693,275,-0.0611,361,0.38624,219,-0.5111,585,1.47610
ENSG00000182154,MRPL41,97,-1.1528,87,-1.3255,240,0.29452,103,-1.0592,251,0.43723,264,0.47192
ENSG00000148399,DPH7,12,-0.5986,18,0.09359,27,0.83104,15,-0.2535,13,-0.4988,17,-0.0013
ENSG00000165724,ZMYND19,8,-1.1056,0,-7.7801,9,-1.0329,27,0.79565,21,0.54151,25,0.74780
ENSG00000181090,EHMT1,60,1.59421,54,1.39553,10,-1.4315,28,0.26470,16,-0.7518,14,-0.9140
ENSG00000148408,CACNA1B,0,-6.9022,10,-2.2596,28,-0.7497,76,0.89157,76,1.30975,35,-0.3824
ENSG00000015171,ZMYND11,170,0.42836,233,0.95782,108,-0.3348,165,0.37344,99,-0.5489,114,-0.2411
ENSG00000151240,DIP2C,93,0.88515,76,0.54904,46,-0.2733,63,0.24622,45,-0.3644,41,-0.4768
ENSG00000107929,LARP4B,26,-0.8108,22,-1.0732,59,0.54198,58,0.45220,50,0.25620,33,-0.4699
ENSG00000107937,GTPBP4,70,0.58350,67,0.51586,27,-0.9913,78,0.77635,43,-0.2276,44,-0.1813
ENSG00000067064,IDI1,160,0.03122,43,-1.9795,154,-0.0416,113,-0.5270,216,0.70874,151,-0.0760
ENSG00000047056,WDR37,7,-1.5738,2,-3.0003,10,-1.0413,36,1.03258,29,0.94265,20,0.04583
ENSG00000185736,ADARB2,114,2.13613,44,0.39417,52,0.79591,11,-1.6492,5,-3.2472,28,-0.3459
ENSG00000067057,PFKP,16,-3.8683,57,-2.0430,275,0.41834,180,-0.3146,377,1.30259,132,-0.8763
ENSG00000107959,PITRM1,26,-1.3919,23,-1.5800,73,0.18547,58,-0.1965,83,0.50255,77,0.30527
ENSG00000067082,KLF6,68,0.65979,45,-0.0039,37,-0.3366,78,0.88120,42,-0.1742,32,-0.6127
ENSG00000173848,NET1,39,-0.0391,145,2.32208,37,-0.1582,38,-0.0677,20,-1.2924,23,-0.9095
ENSG00000196372,ASB13,6,-1.7166,13,-0.7431,14,-0.6173,33,0.74974,28,0.65879,21,0.03527
ENSG00000108021,TASOR2,75,1.37211,54,0.78096,16,-1.2161,64,1.06993,17,-1.2586,30,-0.2060
ENSG00000057608,GDI2,102,-0.2318,58,-1.0936,172,0.71735,133,0.19701,127,0.16588,79,-0.6784
ENSG00000134452,FBH1,22,-0.4019,33,0.25221,23,-0.3886,23,-0.3138,35,0.42597,28,-0.0201
ENSG00000134453,RBM17,151,0.76979,183,1.10074,98,0.07058,85,-0.1786,68,-0.6442,64,-0.6705
ENSG00000170525,PFKFB3,27,-0.7829,19,-1.3353,86,1.26771,46,0.01826,42,-0.1829,33,-0.5459
ENSG00000237943,PRKCQ-AS1,62,2.11931,29,0.72166,21,0.23384,8,-1.2938,13,-0.7390,4,-2.4177
ENSG00000198879,SFMBT2,15,0.00507,8,-0.9168,10,-0.7274,22,0.62170,21,0.67603,12,-0.3872
ENSG00000123243,ITIH5,10,-1.3433,65,1.66253,40,0.89964,20,-0.3139,8,-2.0057,25,0.01168
ENSG00000151657,KIN,40,0.92204,54,1.46568,7,-1.8619,18,-0.3329,15,-0.7528,28,0.36137
ENSG00000165629,ATP5F1C,65,-1.3523,46,-1.8646,127,-0.3568,69,-1.2536,247,1.07763,192,0.38333
ENSG00000165632,TAF3,93,0.76126,194,2.14217,42,-0.5585,72,0.33469,26,-1.4365,31,-1.0500
ENSG00000048740,CELF2,12,-3.8065,31,-2.4909,114,-0.5966,474,1.90282,214,0.63022,112,-0.6365
ENSG00000151461,UPF2,155,0.60815,349,2.12201,75,-0.6153,114,0.10732,47,-1.4797,79,-0.5164
ENSG00000181192,DHTKD1,24,0.10529,50,1.38578,33,0.77060,30,0.47920,3,-3.0759,21,-0.1225
ENSG00000065665,SEC61A2,31,-0.5725,17,-1.4938,62,0.60919,53,0.25606,59,0.57125,25,-1.0124
ENSG00000165609,NUDT5,30,0.77850,10,-0.9770,25,0.54072,16,-0.2202,12,-0.8961,23,0.38058
ENSG00000151465,CDC123,23,-1.1925,21,-1.3027,38,-0.4555,35,-0.5601,86,1.30723,43,-0.2716
ENSG00000183049,CAMK1D,22,-2.9918,56,-1.6278,74,-1.2939,365,1.39744,165,0.05294,262,0.94426
ENSG00000151468,CCDC3,4,-3.6923,7,-2.8760,37,-0.4947,66,0.46511,74,0.88960,62,0.41744
ENSG00000123240,OPTN,302,0.02867,327,0.15546,141,-1.2504,498,0.85666,327,0.20293,290,-0.0442
ENSG00000107537,PHYH,16,-0.6719,10,-1.4217,16,-0.7169,18,-0.4964,36,0.76652,34,0.55260
ENSG00000086475,SEPHS1,26,-0.3553,11,-1.6374,47,0.65592,21,-0.6996,33,0.00341,40,0.32504
ENSG00000165630,PRPF18,37,1.15538,7,-1.4462,15,-0.3772,18,0.01333,16,-0.2776,22,0.32895
ENSG00000151474,FRMD4A,24,-0.8065,47,0.22263,30,-0.5102,79,1.09983,31,-0.5347,52,0.45745
ENSG00000065809,FAM107B,903,3.33721,466,1.75798,116,-0.6585,35,-2.3700,11,-4.3860,17,-3.6116
ENSG00000176244,ACBD7,7,-3.4260,45,-0.7423,77,0.12503,63,-0.1969,47,-0.8124,155,1.58589
ENSG00000152465,NMT2,42,-0.5950,82,0.44471,37,-0.8944,123,1.13824,66,0.12757,52,-0.3270
ENSG00000148468,FAM171A1,248,1.13440,129,0.03597,91,-0.5630,182,0.60375,109,-0.2929,97,-0.4655
ENSG00000148481,MINDY3,28,0.06821,5,-2.3471,29,0.13468,17,-0.7259,34,0.50714,29,0.15251
ENSG00000165985,C1QL3,11,-1.6730,12,-1.4984,4,-3.0759,126,2.42883,26,-0.4821,49,0.71232
ENSG00000148484,RSU1,27,0.30188,7,-1.7914,23,0.08126,12,-0.9802,28,0.49246,23,0.08681
ENSG00000026025,VIM,69,-0.8235,159,0.51158,235,1.43630,28,-2.1500,31,-2.2704,172,0.74057
ENSG00000136738,STAM,56,0.43328,15,-1.5658,41,-0.0909,43,0.02260,55,0.56895,33,-0.4668
ENSG00000165995,CACNB2,1,-4.8439,2,-4.5569,23,-1.2540,87,0.98775,71,0.89025,66,0.58927
ENSG00000165997,ARL5B,19,0.21516,8,-1.0547,10,-0.7418,24,0.61709,20,0.43849,16,-0.0739
ENSG00000120594,PLXDC2,67,1.03600,29,-0.3374,39,0.15519,62,0.89643,27,-0.5424,21,-0.9145
ENSG00000078114,NEBL,54,-1.0379,98,-0.1201,126,0.31748,128,0.29940,73,-0.7136,155,0.71450
ENSG00000078403,MLLT10,29,0.55394,41,1.12123,12,-0.8515,30,0.60513,16,-0.4648,17,-0.3720
ENSG00000136770,DNAJC1,46,0.81198,75,1.69188,31,0.15470,32,0.17981,8,-2.1443,22,-0.4494
ENSG00000148444,COMMD3,39,-0.0056,22,-0.8886,58,0.73529,18,-1.1792,34,-0.2733,48,0.34740
ENSG00000168283,BMI1,81,0.60862,67,0.30287,61,0.14649,42,-0.4419,40,-0.6174,63,0.20642
ENSG00000150867,PIP4K2A,920,2.65302,354,0.76110,315,0.64958,66,-1.8701,60,-2.2819,42,-2.6630
ENSG00000148450,MSRB2,61,-0.7428,79,-0.3531,148,0.76930,64,-0.6775,84,-0.3282,118,0.33291
ENSG00000165312,OTUD1,5,-1.4058,4,-1.7334,14,-0.0476,25,0.90764,21,0.80775,9,-0.7230
ENSG00000120549,KIAA1217,0,-6.9160,4,-3.0128,66,1.51838,56,0.95453,29,-0.1445,17,-0.9925
ENSG00000107863,ARHGAP21,1097,1.83038,1277,2.14606,207,-1.0593,336,-0.2262,139,-1.8187,164,-1.4297
ENSG00000099256,PRTFDC1,52,1.59491,17,-0.2957,21,0.05523,10,-1.1074,9,-1.4591,28,0.60586
ENSG00000151025,GPR158,8,-2.7738,21,-1.4413,37,-0.6426,108,1.17014,80,0.91467,43,-0.3947
ENSG00000136750,GAD2,8,-3.1168,9,-2.9078,45,-0.6293,115,0.94262,61,-0.1316,123,1.27201
ENSG00000136754,ABI1,28,-1.3872,23,-1.6926,64,-0.1422,67,-0.0481,84,0.40057,98,0.65868
ENSG00000107890,ANKRD26,148,0.59134,202,1.12260,45,-1.3820,244,1.47119,49,-1.3617,101,-0.0377
ENSG00000136758,YME1L1,52,-0.5633,73,-0.0395,63,-0.3187,102,0.50033,91,0.41583,62,-0.3294
ENSG00000107897,ACBD5,96,0.78873,90,0.68953,62,0.07144,50,-0.2741,49,-0.3792,43,-0.5370
ENSG00000099246,RAB18,70,-0.5567,50,-1.0530,103,0.06232,103,0.05282,122,0.44270,100,0.00461
ENSG00000254635,WAC-AS1,97,0.40616,155,1.20954,20,-2.1302,138,0.99826,51,-0.7528,87,0.24707
ENSG00000095787,WAC,207,0.33144,154,-0.1491,150,-0.2109,199,0.26514,167,-0.0278,165,-0.0465
ENSG00000165757,JCAD,12,-1.1234,21,-0.2581,15,-0.8700,35,0.58459,34,0.72923,23,-0.1111
ENSG00000107951,MTPAP,8,-1.2055,15,-0.2758,22,0.37103,20,0.20723,20,0.22995,16,-0.2125
ENSG00000148516,ZEB1,77,-0.2649,208,1.39705,60,-0.7196,157,0.89416,49,-1.1556,103,0.21311
ENSG00000165322,ARHGAP12,29,-0.0092,30,0.04492,28,-0.0801,34,0.23497,29,0.01529,28,-0.1050
ENSG00000170759,KIF5B,1164,1.38708,2037,2.54897,361,-0.6227,347,-0.6243,137,-2.3064,243,-1.2661
ENSG00000120616,EPC1,98,1.92288,51,0.71071,18,-0.9984,52,0.76073,9,-2.1235,31,-0.0870
ENSG00000216937,CCDC7,152,1.52172,262,2.68160,10,-2.9233,82,0.44004,9,-3.1497,41,-0.7047
ENSG00000150093,ITGB1,167,1.67430,144,1.38985,80,0.43804,33,-1.0011,23,-1.7685,30,-1.2456
ENSG00000099250,NRP1,1,-3.7282,11,-0.6831,21,0.32552,32,0.98660,20,0.24704,15,-0.2790
ENSG00000148498,PARD3,14,-0.4029,39,1.26182,21,0.23442,26,0.58063,5,-2.0444,23,0.40129
ENSG00000108094,CUL2,29,-0.4393,19,-1.0736,35,-0.1356,37,-0.0367,56,0.89059,28,-0.5223
ENSG00000095794,CREM,27,-0.8151,17,-1.4901,37,-0.3954,38,-0.2933,66,0.78682,54,0.29420
ENSG00000108100,CCNY,72,-0.4581,51,-0.9902,67,-0.6485,112,0.23436,128,0.60595,109,0.20980
ENSG00000198105,ZNF248,20,-0.2387,22,-0.0825,21,-0.1817,36,0.72433,28,0.35449,15,-0.7515
ENSG00000175395,ZNF25,28,-1.4241,16,-2.2657,40,-0.9845,109,0.69719,122,1.29708,57,-0.3934
ENSG00000189180,ZNF33A,106,1.02146,66,0.22553,47,-0.3610,57,-0.0026,51,-0.2275,49,-0.2848
ENSG00000075407,ZNF37A,108,1.17421,103,1.09472,42,-0.4444,83,0.72362,29,-1.1437,36,-0.6791
ENSG00000196693,ZNF33B,6,-1.5426,13,-0.3504,16,-0.1003,30,0.95910,17,-0.0062,18,0.15101
ENSG00000165733,BMS1,75,0.77491,82,0.92647,22,-1.2197,78,0.84296,41,-0.2570,32,-0.6332
ENSG00000169826,CSGALNACT2,25,0.53180,21,0.23505,23,0.42716,19,0.11716,14,-0.4435,13,-0.5344
ENSG00000198915,RASGEF1A,2,-4.2222,20,-0.9614,23,-0.8393,63,0.83826,46,0.43836,54,0.66869
ENSG00000169813,HNRNPF,99,1.99384,18,-0.8496,45,0.63063,21,-0.6394,19,-0.9265,17,-1.0836
ENSG00000169740,ZNF32,36,-0.4618,10,-2.3819,52,0.12765,49,0.01340,56,0.28142,60,0.38890
ENSG00000107551,RASSF4,98,1.07710,68,0.45262,73,0.68073,38,-0.4436,27,-1.1777,40,-0.4223
ENSG00000165512,ZNF22,36,1.03295,29,0.64453,21,0.20548,14,-0.5187,13,-0.7618,16,-0.2949
ENSG00000172661,WASHC2C,35,0.55877,26,0.11907,20,-0.3824,22,-0.1887,25,0.01920,24,-0.0079
ENSG00000265354,TIMM23,6,-2.9404,11,-2.1695,51,0.20903,25,-0.9149,70,0.98724,51,0.19451
ENSG00000266412,NCOA4,112,0.68859,40,-0.9608,65,-0.2392,78,0.08231,87,0.34085,60,-0.3681
ENSG00000170324,FRMPD2,2,-3.0307,0,-5.4752,6,-1.9340,25,0.29185,50,2.58468,8,-1.4659
ENSG00000107643,MAPK8,24,-0.9632,5,-3.1636,54,0.30735,58,0.40761,64,0.77299,33,-0.5440
ENSG00000128805,ARHGAP22,42,1.27766,51,1.61601,28,0.67554,13,-0.6205,7,-1.8350,7,-1.6511
ENSG00000225830,ERCC6,16,-0.1163,44,1.57404,11,-0.7362,32,1.01028,9,-1.1234,16,-0.1808
ENSG00000197444,OGDHL,5,-3.7861,20,-1.9449,58,-0.3568,100,0.54298,121,1.26034,55,-0.4497
ENSG00000227345,PARG,33,0.26319,50,0.97048,2,-3.5580,41,0.63054,27,-0.0392,34,0.35024
ENSG00000099290,WASHC2A,47,0.52400,25,-0.4595,37,0.12311,47,0.51505,35,0.07155,21,-0.7951
ENSG00000198964,SGMS1,73,1.59495,47,0.80310,18,-0.7804,28,-0.0202,24,-0.3592,16,-1.0150
ENSG00000177613,CSTF2T,35,0.72682,22,-0.0460,23,0.07336,26,0.25899,22,-0.0151,14,-0.8194
ENSG00000122873,CISD1,71,-1.4420,51,-1.9302,146,-0.3763,195,0.12071,285,1.05498,174,-0.0724
ENSG00000072401,UBE2D1,18,-0.2561,5,-2.2174,16,-0.5476,29,0.47247,33,0.97605,17,-0.4521
ENSG00000108064,TFAM,61,1.27555,26,-0.1360,15,-1.0190,32,0.19854,22,-0.4639,34,0.30716
ENSG00000237949,LINC00844,480,1.80974,304,0.96098,381,1.68301,11,-4.0910,16,-3.8076,51,-1.9601
ENSG00000165443,PHYHIPL,120,-0.4431,57,-1.5734,213,0.55389,146,-0.1356,195,0.43804,128,-0.3838
ENSG00000148541,FAM13C,242,2.34520,148,1.34937,32,-1.2277,56,-0.2755,40,-0.9723,19,-2.0031
ENSG00000108091,CCDC6,31,-1.6207,25,-1.9428,46,-1.1253,142,0.77416,126,0.78119,112,0.41814
ENSG00000151150,ANK3,803,1.52054,843,1.61222,156,-1.2627,466,0.55372,189,-1.0539,164,-1.1854
ENSG00000150347,ARID5B,184,1.81501,97,0.65747,20,-1.9209,93,0.58061,39,-0.9704,60,-0.1305
ENSG00000138311,ZNF365,53,-0.5287,40,-0.9551,43,-0.9324,102,0.50424,113,0.95051,63,-0.2947
ENSG00000181915,ADO,78,1.22256,20,-0.9461,24,-0.7432,36,-0.0760,39,0.08253,38,0.01914
ENSG00000148572,NRBF2,30,0.49502,11,-1.1213,11,-1.1004,34,0.66082,29,0.54112,20,-0.2063
ENSG00000171988,JMJD1C,292,1.65507,269,1.49756,44,-1.5570,189,0.86652,52,-1.4046,65,-0.9316
ENSG00000165476,REEP3,232,2.57216,111,1.09209,78,0.55718,10,-2.5381,10,-2.8426,19,-1.8101
ENSG00000183230,CTNNA3,196,2.10506,281,2.96015,49,-0.3721,12,-2.4494,3,-4.4778,3,-4.3421
ENSG00000198739,LRRTM3,1,-4.5025,7,-2.1467,25,-0.2598,59,1.17181,34,0.33320,36,0.39260
ENSG00000108176,DNAJC12,18,-1.6636,25,-1.1681,45,-0.2769,47,-0.1922,76,0.82852,60,0.23354
ENSG00000096717,SIRT1,35,1.35965,2,-2.6411,17,0.19253,18,0.18675,11,-0.7029,17,0.15499
ENSG00000148634,HERC4,60,0.77560,28,-0.4403,32,-0.2593,56,0.63874,35,-0.1491,31,-0.3341
ENSG00000096746,HNRNPH3,167,0.63601,123,0.12781,153,0.57167,98,-0.2324,74,-0.8156,108,-0.0791
ENSG00000204130,RUFY2,235,1.54764,216,1.38967,56,-0.9175,134,0.55223,48,-1.2593,57,-0.8675
ENSG00000122912,SLC25A16,11,-0.7337,6,-1.6709,14,-0.3990,36,1.18715,19,0.11839,20,0.21445
ENSG00000060339,CCAR1,303,1.00804,570,2.23077,94,-0.9642,194,0.25370,67,-1.6304,101,-0.8415
ENSG00000165730,STOX1,2,-3.1496,13,-0.7381,26,0.40934,22,0.09236,8,-1.6270,46,1.69980
ENSG00000107625,DDX50,47,0.24100,37,-0.1471,37,-0.1554,50,0.34696,35,-0.2787,45,0.21209
ENSG00000165732,DDX21,192,1.75471,137,1.12784,31,-1.3469,67,-0.0597,38,-1.1283,64,-0.1662
ENSG00000198954,KIF1BP,51,-0.0555,45,-0.2564,35,-0.7100,71,0.48241,67,0.51159,46,-0.2660
ENSG00000122958,VPS26A,67,0.18626,47,-0.3694,42,-0.6068,78,0.45170,65,0.19042,61,0.06416
ENSG00000156502,SUPV3L1,21,-0.0403,12,-0.9164,16,-0.4420,31,0.59243,28,0.62646,16,-0.5047
ENSG00000156515,HK1,15,-3.9015,33,-2.7885,196,-0.1524,315,0.63714,348,1.15752,168,-0.4240
ENSG00000099282,TSPAN15,130,2.82100,31,0.11574,49,1.00074,6,-2.4107,5,-2.7714,5,-2.5948
ENSG00000171224,FAM241B,4,-3.3345,8,-2.2606,22,-0.9119,42,0.14775,63,1.20912,46,0.35171
ENSG00000079332,SAR1A,75,-0.1482,46,-0.8948,94,0.25755,101,0.34640,86,0.10467,75,-0.1569
ENSG00000180817,PPA1,160,-0.4684,65,-1.8349,223,0.06649,141,-0.6616,290,0.66316,235,0.15773
ENSG00000172731,LRRC20,2,-3.3134,5,-2.4809,10,-1.5090,49,1.06547,35,0.72116,37,0.68018
ENSG00000148730,EIF4EBP2,19,-1.5130,35,-0.6202,88,1.00781,52,-0.0163,34,-0.8423,71,0.55533
ENSG00000166228,PCBD1,18,-1.5603,10,-2.4953,57,0.17570,31,-0.7709,76,0.87784,57,0.19460
ENSG00000107731,UNC5B,85,2.13057,42,0.80119,34,0.50402,19,-0.4627,7,-2.2193,11,-1.3401
ENSG00000107738,VSIR,12,-0.4648,12,-0.4732,31,1.22305,15,-0.1464,7,-1.4253,22,0.44577
ENSG00000197746,PSAP,642,-0.8425,454,-1.3685,1574,0.68025,1180,0.11211,1279,0.32104,872,-0.4088
ENSG00000107742,SPOCK2,15,-3.6850,54,-1.8673,251,0.57391,260,0.55465,227,0.43760,169,-0.1574
ENSG00000166295,ANAPC16,59,-0.2588,48,-0.5678,90,0.46531,53,-0.4440,63,-0.2075,85,0.35686
ENSG00000168209,DDIT4,11,-1.7084,18,-0.9536,84,1.98289,33,-0.0285,14,-1.5663,32,-0.0808
ENSG00000148719,DNAJB12,34,0.15840,36,0.23247,28,-0.1592,34,0.15373,27,-0.2487,33,0.14191
ENSG00000107745,MICU1,64,-0.1544,37,-0.9844,71,0.01699,112,0.75605,78,0.21378,58,-0.3481
ENSG00000138286,FAM149B1,28,0.51789,26,0.38923,16,-0.4657,16,-0.4146,21,0.06515,20,-0.0371
ENSG00000213551,DNAJC9,16,-0.7614,33,0.34569,26,-0.0241,39,0.64369,25,-0.0643,23,-0.1995
ENSG00000182180,MRPS16,28,-0.7551,13,-1.8141,51,0.21220,66,0.62219,56,0.45813,37,-0.3246
ENSG00000138279,ANXA7,58,-0.9531,40,-1.5209,135,0.43568,78,-0.5051,140,0.59600,102,-0.0917
ENSG00000107758,PPP3CB,37,-2.6574,30,-2.9454,169,-0.4178,276,0.41385,366,1.29270,182,-0.2905
ENSG00000166348,USP54,149,2.10075,63,0.51650,84,1.20834,10,-2.2320,13,-2.1836,14,-1.8554
ENSG00000176986,SEC24C,31,0.11763,5,-2.4980,24,-0.3269,35,0.30906,40,0.70813,25,-0.2457
ENSG00000196968,FUT11,14,-0.1619,18,0.22650,15,-0.0350,41,1.60687,11,-0.6318,10,-0.7558
ENSG00000172586,CHCHD1,34,-1.2195,31,-1.3510,65,-0.2774,33,-1.2689,102,0.65513,112,0.74104
ENSG00000214655,ZSWIM8,18,-0.7485,10,-1.5591,47,0.93202,35,0.32710,25,-0.2942,28,-0.0237
ENSG00000166507,NDST2,15,-0.3507,10,-0.9697,21,0.09976,30,0.68857,22,0.23962,16,-0.3185
ENSG00000148660,CAMK2G,30,-2.6538,49,-1.9580,208,0.30013,242,0.51473,243,0.70628,151,-0.2776
ENSG00000035403,VCL,7,-1.6251,16,-0.3504,21,0.10296,39,1.11333,18,-0.1776,20,0.04300
ENSG00000185009,AP3M1,14,-0.0960,6,-1.2984,12,-0.4675,12,-0.3577,18,0.32838,22,0.63636
ENSG00000156110,ADK,19,-0.5011,21,-0.3730,32,0.35068,27,0.04912,17,-0.8334,41,0.84213
ENSG00000156650,KAT6B,144,0.81123,327,2.40758,52,-0.8874,117,0.46973,23,-2.2962,58,-0.7008
ENSG00000156671,SAMD8,92,0.48995,72,0.09039,74,0.16993,67,-0.0209,60,-0.2533,60,-0.2215
ENSG00000165637,VDAC2,49,-1.5337,33,-2.1156,141,0.10690,81,-0.7603,193,0.84942,152,0.24569
ENSG00000165644,COMTD1,2,-2.8481,1,-3.8810,17,0.18449,7,-1.2332,26,1.10571,18,0.26611
ENSG00000165655,ZNF503,5,-1.7241,15,-0.2993,12,-0.6710,34,1.08436,23,0.50094,16,-0.1804
ENSG00000156113,KCNMA1,20,-2.9083,37,-2.0617,133,-0.1339,345,1.50783,160,0.23878,142,-0.0184
